studentID,studentName,supply_id,resource_type,item,department,building,location,weekday,start_time,end_time
U100044,Devin Harris,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100044,Devin Harris,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100045,Devin Davis,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100045,Devin Davis,27,Hygeine,Pads,Basic Needs Center,,,,,
U100045,Devin Davis,30,Food,Vegetable,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100045,Devin Davis,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100045,Devin Davis,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100046,Drew Hernandez,42,School Supplies,CBEST Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100046,Drew Hernandez,48,Food,Snack,ASUCM Office,Granite Pass 174,Granite,Wednesday,10:00 AM,5:00 PM
U100046,Drew Hernandez,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100046,Drew Hernandez,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100046,Drew Hernandez,26,Hygeine,Tampons,Basic Needs Center,,,,,
U100046,Drew Hernandez,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100047,Morgan Thomas,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100047,Morgan Thomas,13,School Supplies,Folders,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100047,Morgan Thomas,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100047,Morgan Thomas,29,Food,Fruit,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100048,Casey Wilson,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100048,Casey Wilson,12,School Supplies,Pens,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100048,Casey Wilson,18,Other Supplies,Ear Plugs,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100048,Casey Wilson,30,Food,Vegetable,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100049,Casey Clark,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100049,Casey Clark,29,Food,Fruit,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100049,Casey Clark,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100049,Casey Clark,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100050,Devin Martinez,42,School Supplies,CBEST Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100050,Devin Martinez,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100050,Devin Martinez,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100050,Devin Martinez,6,School Supplies,Highlighters,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100051,Kai Davis,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100051,Kai Davis,27,Hygeine,Pads,Basic Needs Center,,,,,
U100051,Kai Davis,32,Hygeine,Pads,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100051,Kai Davis,31,Other Supplies,Condoms,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100052,Drew Lee,26,Hygeine,Tampons,Basic Needs Center,,,,,
U100052,Drew Lee,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100052,Drew Lee,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100052,Drew Lee,25,Other Supplies,Ear Plugs,Basic Needs Center,,,,,
U100053,Reese Garcia,25,Other Supplies,Ear Plugs,Basic Needs Center,,,,,
U100053,Reese Garcia,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100053,Reese Garcia,30,Food,Vegetable,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100053,Reese Garcia,19,Hygeine,Tampons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100054,Avery Lee,45,School Supplies,Calculator,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100054,Avery Lee,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100054,Avery Lee,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100054,Avery Lee,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100054,Avery Lee,46,School Supplies,Portable Chargers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100055,Drew Nguyen,10,School Supplies,Rulers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100055,Drew Nguyen,13,School Supplies,Folders,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100055,Drew Nguyen,19,Hygeine,Tampons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100055,Drew Nguyen,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100055,Drew Nguyen,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100056,Logan Wilson,48,Food,Snack,ASUCM Office,Granite Pass 174,Granite,Wednesday,10:00 AM,5:00 PM
U100056,Logan Wilson,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100056,Logan Wilson,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100056,Logan Wilson,21,Free Printing,Printing,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100056,Logan Wilson,46,School Supplies,Portable Chargers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100056,Logan Wilson,44,School Supplies,Index Cards,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100057,Skyler Harris,31,Other Supplies,Condoms,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100057,Skyler Harris,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100057,Skyler Harris,34,Hygeine ,Soap,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100057,Skyler Harris,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100057,Skyler Harris,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100057,Skyler Harris,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100058,Riley Gonzalez,12,School Supplies,Pens,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100058,Riley Gonzalez,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100058,Riley Gonzalez,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100058,Riley Gonzalez,44,School Supplies,Index Cards,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100059,Skyler Thomas,26,Hygeine,Tampons,Basic Needs Center,,,,,
U100059,Skyler Thomas,8,School Supplies,Pencil Bags,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100059,Skyler Thomas,37,Hygeine ,Deodorant,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100059,Skyler Thomas,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100060,Taylor White,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100060,Taylor White,3,Food,Drink,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100060,Taylor White,40,School Supplies,LSAT Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100060,Taylor White,6,School Supplies,Highlighters,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100060,Taylor White,27,Hygeine,Pads,Basic Needs Center,,,,,
U100060,Taylor White,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100061,Sam Jackson,37,Hygeine ,Deodorant,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100061,Sam Jackson,34,Hygeine ,Soap,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100061,Sam Jackson,21,Free Printing,Printing,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100061,Sam Jackson,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100061,Sam Jackson,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100061,Sam Jackson,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100062,Casey Hernandez,21,Free Printing,Printing,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100062,Casey Hernandez,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100062,Casey Hernandez,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100062,Casey Hernandez,26,Hygeine,Tampons,Basic Needs Center,,,,,
U100062,Casey Hernandez,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100062,Casey Hernandez,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100063,Chris Perez,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100063,Chris Perez,30,Food,Vegetable,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100063,Chris Perez,21,Free Printing,Printing,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100063,Chris Perez,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100063,Chris Perez,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100063,Chris Perez,47,School Supplies,Stickers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100064,Casey Patel,37,Hygeine ,Deodorant,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100064,Casey Patel,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100064,Casey Patel,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100064,Casey Patel,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100064,Casey Patel,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100064,Casey Patel,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100065,Logan Gonzalez,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100065,Logan Gonzalez,23,Other Supplies,Professional Clothing,Basic Needs Center,,,,,
U100065,Logan Gonzalez,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100065,Logan Gonzalez,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100065,Logan Gonzalez,24,Other Supplies,Condoms,Basic Needs Center,,,,,
U100066,Sam Garcia,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100066,Sam Garcia,29,Food,Fruit,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100066,Sam Garcia,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100066,Sam Garcia,46,School Supplies,Portable Chargers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100066,Sam Garcia,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100067,Chris Nguyen,42,School Supplies,CBEST Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100067,Chris Nguyen,34,Hygeine ,Soap,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100067,Chris Nguyen,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100067,Chris Nguyen,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100067,Chris Nguyen,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100067,Chris Nguyen,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100068,Skyler Anderson,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100068,Skyler Anderson,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100068,Skyler Anderson,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100068,Skyler Anderson,8,School Supplies,Pencil Bags,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100068,Skyler Anderson,48,Food,Snack,ASUCM Office,Granite Pass 174,Granite,Wednesday,10:00 AM,5:00 PM
U100068,Skyler Anderson,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100069,Alex Patel,18,Other Supplies,Ear Plugs,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100069,Alex Patel,19,Hygeine,Tampons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100069,Alex Patel,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100069,Alex Patel,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100070,Cameron Patel,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100070,Cameron Patel,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100070,Cameron Patel,44,School Supplies,Index Cards,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100070,Cameron Patel,41,School Supplies,GRE Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100070,Cameron Patel,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100070,Cameron Patel,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100071,Morgan Anderson,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100071,Morgan Anderson,4,School Supplies,Scantrons,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100071,Morgan Anderson,6,School Supplies,Highlighters,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100071,Morgan Anderson,41,School Supplies,GRE Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100071,Morgan Anderson,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100072,Jamie Wilson,3,Food,Drink,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100072,Jamie Wilson,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100072,Jamie Wilson,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100072,Jamie Wilson,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100072,Jamie Wilson,41,School Supplies,GRE Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100073,Skyler Brown,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100073,Skyler Brown,48,Food,Snack,ASUCM Office,Granite Pass 174,Granite,Wednesday,10:00 AM,5:00 PM
U100073,Skyler Brown,29,Food,Fruit,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100073,Skyler Brown,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100073,Skyler Brown,46,School Supplies,Portable Chargers,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100074,Quinn Davis,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100074,Quinn Davis,1,Free Printing,Printing,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100074,Quinn Davis,8,School Supplies,Pencil Bags,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100074,Quinn Davis,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100074,Quinn Davis,45,School Supplies,Calculator,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100075,Taylor Perez,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100075,Taylor Perez,3,Food,Drink,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100075,Taylor Perez,24,Other Supplies,Condoms,Basic Needs Center,,,,,
U100075,Taylor Perez,38,Food,Snack,Office of Student Involvement,Granite Pass 163,Granite,Monday-Friday,8:00 AM,5:00 PM
U100076,Cameron Harris,10,School Supplies,Rulers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100076,Cameron Harris,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100076,Cameron Harris,9,School Supplies,Blue Books,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100076,Cameron Harris,3,Food,Drink,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100076,Cameron Harris,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100076,Cameron Harris,24,Other Supplies,Condoms,Basic Needs Center,,,,,
U100077,Kai Patel,23,Other Supplies,Professional Clothing,Basic Needs Center,,,,,
U100077,Kai Patel,14,School Supplies,Paper Clips,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100077,Kai Patel,44,School Supplies,Index Cards,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100077,Kai Patel,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100078,Casey Lee,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100078,Casey Lee,23,Other Supplies,Professional Clothing,Basic Needs Center,,,,,
U100078,Casey Lee,36,Hygeine ,Toothpaste,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100078,Casey Lee,27,Hygeine,Pads,Basic Needs Center,,,,,
U100078,Casey Lee,40,School Supplies,LSAT Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100078,Casey Lee,10,School Supplies,Rulers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100079,Avery Davis,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100079,Avery Davis,12,School Supplies,Pens,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100079,Avery Davis,27,Hygeine,Pads,Basic Needs Center,,,,,
U100079,Avery Davis,2,Food,Snack,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100080,Riley Lopez,48,Food,Snack,ASUCM Office,Granite Pass 174,Granite,Wednesday,10:00 AM,5:00 PM
U100080,Riley Lopez,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100080,Riley Lopez,27,Hygeine,Pads,Basic Needs Center,,,,,
U100080,Riley Lopez,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100081,Robin Gonzalez,16,School Supplies,Calculator,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100081,Robin Gonzalez,18,Other Supplies,Ear Plugs,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100081,Robin Gonzalez,11,School Supplies,Staplers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100081,Robin Gonzalez,45,School Supplies,Calculator,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100081,Robin Gonzalez,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100081,Robin Gonzalez,25,Other Supplies,Ear Plugs,Basic Needs Center,,,,,
U100082,Cameron Lopez,31,Other Supplies,Condoms,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100082,Cameron Lopez,15,School Supplies,Color Paper,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100082,Cameron Lopez,13,School Supplies,Folders,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100082,Cameron Lopez,30,Food,Vegetable,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100083,Taylor Patel,20,Hygeine,Pads,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100083,Taylor Patel,15,School Supplies,Color Paper,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100083,Taylor Patel,2,Food,Snack,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100083,Taylor Patel,43,School Supplies,Scantrons,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100083,Taylor Patel,13,School Supplies,Folders,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100084,Robin Harris,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100084,Robin Harris,18,Other Supplies,Ear Plugs,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100084,Robin Harris,5,School Supplies,Post-its,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100084,Robin Harris,23,Other Supplies,Professional Clothing,Basic Needs Center,,,,,
U100084,Robin Harris,42,School Supplies,CBEST Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100085,Robin Kim,26,Hygeine,Tampons,Basic Needs Center,,,,,
U100085,Robin Kim,44,School Supplies,Index Cards,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100085,Robin Kim,35,Hygeine ,Toothbrush,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100085,Robin Kim,22,Food,Snack,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100085,Robin Kim,2,Food,Snack,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100085,Robin Kim,8,School Supplies,Pencil Bags,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100086,Alex Nguyen,12,School Supplies,Pens,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100086,Alex Nguyen,38,Food,Snack,Office of Student Involvement,Granite Pass 163,Granite,Monday-Friday,8:00 AM,5:00 PM
U100086,Alex Nguyen,17,Other Supplies,Condoms,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100086,Alex Nguyen,3,Food,Drink,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100086,Alex Nguyen,7,School Supplies,Erasers,Monarch Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100087,Morgan Harris,28,Food,Snack,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100087,Morgan Harris,23,Other Supplies,Professional Clothing,Basic Needs Center,,,,,
U100087,Morgan Harris,21,Free Printing,Printing,Social Justice Center,KL 127,Kolligian Library,Monday-Friday,9:00 AM,5:00 PM
U100087,Morgan Harris,48,Food,Snack,ASUCM Office,Granite Pass 174,Granite,Wednesday,10:00 AM,5:00 PM
U100087,Morgan Harris,39,School Supplies,CSET Books,ASUCM Office,Granite Pass 174,Granite,Monday-Friday,8:00 AM,5:00 PM
U100087,Morgan Harris,33,Hygeine,Tampons,Bobcat Pantry,TC 131,Terrace Center,,12:00 PM,5:30 PM
U100088,Casey Anderson,25,Other Supplies,Ear Plugs,Basic Needs Center,,,,,
