studentID,studentName,advisor_id,name,affiliation,role,building,location,link
U100023,Morgan Gonzalez,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100023,Morgan Gonzalez,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100023,Morgan Gonzalez,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100024,Taylor Kim,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100024,Taylor Kim,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100024,Taylor Kim,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100024,Taylor Kim,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100024,Taylor Kim,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100024,Taylor Kim,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100025,Chris Kim,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100025,Chris Kim,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100025,Chris Kim,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100025,Chris Kim,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100025,Chris Kim,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100025,Chris Kim,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100026,Sam White,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100026,Sam White,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100026,Sam White,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100026,Sam White,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100026,Sam White,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100026,Sam White,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100027,Morgan Martinez,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100027,Morgan Martinez,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100027,Morgan Martinez,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100027,Morgan Martinez,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100027,Morgan Martinez,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100027,Morgan Martinez,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100028,Robin Thomas,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100028,Robin Thomas,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100028,Robin Thomas,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100028,Robin Thomas,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100029,Chris Hernandez,3,Hannah Escobar,UROC,Coordinator,SSB 216,Student Service Building,https://outlook.office365.com/book/UROCHannahEscobar@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100029,Chris Hernandez,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100029,Chris Hernandez,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100029,Chris Hernandez,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100029,Chris Hernandez,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100029,Chris Hernandez,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100030,Taylor Martinez,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100030,Taylor Martinez,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100030,Taylor Martinez,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100030,Taylor Martinez,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100031,Avery Perez,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100031,Avery Perez,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100031,Avery Perez,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100031,Avery Perez,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100031,Avery Perez,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100031,Avery Perez,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100032,Morgan Garcia,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100032,Morgan Garcia,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100032,Morgan Garcia,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100032,Morgan Garcia,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100032,Morgan Garcia,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100033,Morgan Hernandez,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100033,Morgan Hernandez,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100033,Morgan Hernandez,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100033,Morgan Hernandez,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100033,Morgan Hernandez,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100033,Morgan Hernandez,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100034,Logan Kim,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100034,Logan Kim,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100034,Logan Kim,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100034,Logan Kim,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100035,Sydney Lopez,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100035,Sydney Lopez,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100035,Sydney Lopez,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100035,Sydney Lopez,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100036,Riley Harris,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100036,Riley Harris,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100036,Riley Harris,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100036,Riley Harris,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100036,Riley Harris,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100037,Jordan Patel,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100037,Jordan Patel,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100037,Jordan Patel,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100037,Jordan Patel,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100038,Reese Gonzalez,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100038,Reese Gonzalez,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100038,Reese Gonzalez,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100038,Reese Gonzalez,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100038,Reese Gonzalez,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100038,Reese Gonzalez,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100039,Jamie Lee,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100039,Jamie Lee,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100039,Jamie Lee,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100039,Jamie Lee,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100040,Robin Perez,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100040,Robin Perez,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100040,Robin Perez,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100040,Robin Perez,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100040,Robin Perez,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100041,Jamie Perez,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100041,Jamie Perez,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100041,Jamie Perez,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100041,Jamie Perez,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100042,Jordan Harris,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100042,Jordan Harris,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100042,Jordan Harris,23,Lauren Brackett,"Advises non-first year, non-transfer students in Critical Race and Ethnic Studies, Global Arts Studies, History, Philosophy, and Writing Studies. Temporarily advises non-first year, non-transfer students in Political Science & Sociology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100042,Jordan Harris,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100043,Avery Gonzalez,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100043,Avery Gonzalez,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100043,Avery Gonzalez,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100043,Avery Gonzalez,3,Hannah Escobar,UROC,Coordinator,SSB 216,Student Service Building,https://outlook.office365.com/book/UROCHannahEscobar@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100044,Devin Harris,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100044,Devin Harris,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100044,Devin Harris,3,Hannah Escobar,UROC,Coordinator,SSB 216,Student Service Building,https://outlook.office365.com/book/UROCHannahEscobar@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100044,Devin Harris,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100045,Devin Davis,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100045,Devin Davis,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100045,Devin Davis,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100045,Devin Davis,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100046,Drew Hernandez,23,Lauren Brackett,"Advises non-first year, non-transfer students in Critical Race and Ethnic Studies, Global Arts Studies, History, Philosophy, and Writing Studies. Temporarily advises non-first year, non-transfer students in Political Science & Sociology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100046,Drew Hernandez,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100046,Drew Hernandez,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100046,Drew Hernandez,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
