studentID,studentName,tutoring_id,resource_type,subject,department,building,location,weekday,start_time,end_time
U100039,Jamie Lee,21,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100040,Robin Perez,66,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100040,Robin Perez,26,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100040,Robin Perez,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100040,Robin Perez,32,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100041,Jamie Perez,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100041,Jamie Perez,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100041,Jamie Perez,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100041,Jamie Perez,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100041,Jamie Perez,21,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100042,Jordan Harris,10,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100042,Jordan Harris,20,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100042,Jordan Harris,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100042,Jordan Harris,30,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100043,Avery Gonzalez,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100043,Avery Gonzalez,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100043,Avery Gonzalez,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100043,Avery Gonzalez,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100043,Avery Gonzalez,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100044,Devin Harris,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100044,Devin Harris,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100044,Devin Harris,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100044,Devin Harris,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100045,Devin Davis,45,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100045,Devin Davis,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100045,Devin Davis,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100045,Devin Davis,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100045,Devin Davis,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100046,Drew Hernandez,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100046,Drew Hernandez,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100046,Drew Hernandez,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100046,Drew Hernandez,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100046,Drew Hernandez,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100047,Morgan Thomas,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100047,Morgan Thomas,12,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100047,Morgan Thomas,70,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,"Monday, Tuesday, Wednesday, Thursday",9:00 AM,6:00 PM
U100047,Morgan Thomas,41,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100047,Morgan Thomas,14,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100047,Morgan Thomas,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100048,Casey Wilson,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100048,Casey Wilson,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100048,Casey Wilson,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100048,Casey Wilson,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100049,Casey Clark,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100049,Casey Clark,46,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100049,Casey Clark,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100049,Casey Clark,11,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100049,Casey Clark,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100049,Casey Clark,14,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100050,Devin Martinez,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100050,Devin Martinez,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100050,Devin Martinez,35,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100050,Devin Martinez,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100050,Devin Martinez,59,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100051,Kai Davis,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100051,Kai Davis,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100051,Kai Davis,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100051,Kai Davis,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100052,Drew Lee,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100052,Drew Lee,21,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100052,Drew Lee,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100052,Drew Lee,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100053,Reese Garcia,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100053,Reese Garcia,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100053,Reese Garcia,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100053,Reese Garcia,31,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100053,Reese Garcia,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100053,Reese Garcia,13,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100054,Avery Lee,56,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100054,Avery Lee,45,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100054,Avery Lee,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100054,Avery Lee,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100055,Drew Nguyen,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100055,Drew Nguyen,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100055,Drew Nguyen,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100055,Drew Nguyen,50,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100055,Drew Nguyen,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100055,Drew Nguyen,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100056,Logan Wilson,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100056,Logan Wilson,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100056,Logan Wilson,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100056,Logan Wilson,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100056,Logan Wilson,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100056,Logan Wilson,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100057,Skyler Harris,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100057,Skyler Harris,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100057,Skyler Harris,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100057,Skyler Harris,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100057,Skyler Harris,45,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100058,Riley Gonzalez,35,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100058,Riley Gonzalez,54,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100058,Riley Gonzalez,30,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100058,Riley Gonzalez,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100058,Riley Gonzalez,52,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100058,Riley Gonzalez,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100059,Skyler Thomas,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100059,Skyler Thomas,41,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100059,Skyler Thomas,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100059,Skyler Thomas,20,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100059,Skyler Thomas,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100060,Taylor White,14,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100060,Taylor White,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100060,Taylor White,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100060,Taylor White,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100060,Taylor White,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100061,Sam Jackson,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100061,Sam Jackson,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100061,Sam Jackson,10,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100061,Sam Jackson,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100062,Casey Hernandez,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100062,Casey Hernandez,13,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100062,Casey Hernandez,56,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100062,Casey Hernandez,27,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100063,Chris Perez,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100063,Chris Perez,14,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100063,Chris Perez,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100063,Chris Perez,55,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100063,Chris Perez,54,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100064,Casey Patel,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100064,Casey Patel,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100064,Casey Patel,54,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100064,Casey Patel,61,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100065,Logan Gonzalez,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100065,Logan Gonzalez,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100065,Logan Gonzalez,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100065,Logan Gonzalez,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100065,Logan Gonzalez,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100065,Logan Gonzalez,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100066,Sam Garcia,61,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100066,Sam Garcia,12,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100066,Sam Garcia,31,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100066,Sam Garcia,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100067,Chris Nguyen,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100067,Chris Nguyen,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100067,Chris Nguyen,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100067,Chris Nguyen,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100067,Chris Nguyen,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100068,Skyler Anderson,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100068,Skyler Anderson,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100068,Skyler Anderson,34,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100068,Skyler Anderson,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100069,Alex Patel,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100069,Alex Patel,38,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100069,Alex Patel,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100069,Alex Patel,12,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100069,Alex Patel,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100070,Cameron Patel,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100070,Cameron Patel,44,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100070,Cameron Patel,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100070,Cameron Patel,53,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100070,Cameron Patel,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100071,Morgan Anderson,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100071,Morgan Anderson,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100071,Morgan Anderson,10,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100071,Morgan Anderson,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100071,Morgan Anderson,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100071,Morgan Anderson,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100072,Jamie Wilson,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100072,Jamie Wilson,13,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100072,Jamie Wilson,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100072,Jamie Wilson,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100073,Skyler Brown,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100073,Skyler Brown,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100073,Skyler Brown,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100073,Skyler Brown,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100073,Skyler Brown,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100074,Quinn Davis,14,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100074,Quinn Davis,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100074,Quinn Davis,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100074,Quinn Davis,34,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100074,Quinn Davis,55,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100075,Taylor Perez,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100075,Taylor Perez,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100075,Taylor Perez,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100075,Taylor Perez,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100075,Taylor Perez,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100076,Cameron Harris,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100076,Cameron Harris,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100076,Cameron Harris,35,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100076,Cameron Harris,29,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100076,Cameron Harris,34,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100076,Cameron Harris,53,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100077,Kai Patel,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100077,Kai Patel,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100077,Kai Patel,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100077,Kai Patel,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100077,Kai Patel,31,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100078,Casey Lee,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100078,Casey Lee,34,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100078,Casey Lee,44,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100078,Casey Lee,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100078,Casey Lee,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100078,Casey Lee,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
